name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
白芍,白色羽毛,风雨山,未知,所产鸟多是白芍,风雨山产白芍,无,纯洁象征,鸟类,东,山经
野猪,体型庞大，獠牙突出,玉山,台湾省,所产兽多是野猪,玉山产野猪,无,勇猛象征,兽类,东,山经
锡,未知,玉山,台湾省,所产兽多是锡,玉山产锡,无,未知,兽类,东,山经
灼乌,未知,玉山,台湾省,所产鸟多是灼乌,玉山产灼乌,无,未知,鸟类,东,山经
能,未知,能山,未知,山上有一个大洞穴，是能的洞穴，常有神人出现在这里,能山有神人出没,无,神秘象征,混合形态或超自然生物,东,山经
乌马,形状像马，一条腿，尾巴像葛藤,复州之山,湖北省,有乌马，其状如哎，而一足葛尾，其名昌踊中，见则其国大疫,有一种乌马，形状像马，一条腿，尾巴像葛藤，出现时国家会有大疫,预示大疫,不详,兽类,西,山经
虎尾山,山上多产花椒树和可作拐杖的树,虎尾山,未知,再往西五十里，叫做虎尾山，所产木多是花椒树和可以用来作拐杖的树,虎尾山多产花椒树和拐杖树,无,无,兽类,西,山经
繁绩山,山上多产梢树和杜树，草多是桃枝竹和钩端竹,繁绩山,未知,再往西南五十里，叫做繁绩山，所产木多是梢树和杜树，所产草多是桃枝竹和钩端竹,繁绩山多产梢树、杜树、桃枝竹和钩端竹,无,无,兽类,西南,山经
勇石山,不生草本，多产白金，到处是水,勇石山,未知,再往西南二十里，叫做勇石山，不生草本，多产白金，到处是水,勇石山多产白金，到处是水,无,无,兽类,西南,山经
复州山,山上多产模树，南面多产黄金,复州山,湖北省,再往西二十里，叫做复州山，所产林多是模树，山的南面多产黄金,复州山多产模树和黄金,无,无,兽类,西,山经
芍呈,一只足，猪的尾巴,材山,山东省;河北省,器，却是一只足，猪的尾巴，名字叫芍呈，它一出现那个国家就会发生大瘟疫。,一只足，猪尾，出现会引发瘟疫。,引发瘟疫,瘟疫的象征,混合形态或超自然生物,西,山经
八哥,鸟类,又原山,河南省,所产鸟多是八哥。,又原山多产八哥。,无,无,鸟类,西,山经
蛟,水生生物,淇水,河南省,其中多蛟扩,淇水中多蛟。,无,无,鱼类与水生生物,东,山经
秦和,状如时，赤目、赤喙、黄身,上日丰山,陕西省,有兽盐，其状如时，赤目、赤喙、黄身，名曰秦和，见则国大丽,秦和兽出现，国家将有大喜事,预示国家大喜,吉祥之兆,兽类,东南,山经
婴勺,状如更，赤目、赤喙、白身，尾若勺,支离之山,四川省;云南省,有鸟焉，名曰婴勺，其状如更，赤目、赤喙、白身，其尾若勺，其鸣自呼,婴勺鸟鸣叫时自呼其名,鸣叫自呼其名,不详,鸟类,东,山经
斩青耕,状如更，青身白喉，白目白尾,董理之山,河南省,有鸟盐，其状如更，青身白喉，白目白尾，名曰斩青耕，可以御疫，其鸣自叫,斩青耕鸟可以抵御瘟疫,御疫;鸣叫自叫,驱邪避疫,鸟类,西北,山经
狂,状如犬，虎扑有甲,即谷之山,青海省;四川省,有兽硕，其状如犬，虎扑有甲，其名目狂,有兽像犬，有虎纹和甲壳，名叫狂,善驶化;食者不风,不详,兽类,东南,山经
儿,状如柠，赤如丹火,乐马之山,未知,有兽址，其状如柠，赤如丹火，其名日儿,有兽像柠，红色如火，名叫儿,见则其国大疫,不详,兽类,东南,山经
三足警,枝尾,从山,青海省;四川省,其中多三足警，枝尾，食之无患疫,有三足警，尾巴分叉，吃了不生病,食之无患疫,不详,混合形态或超自然生物,东南,山经
上狙如,状如贞鼠，白耳白喉,倚帝之山,河南省;陕西省;四川省,有兽殉，状如贞鼠，和白耳白喉，名上狙如，见则其国有大兵,形状像贞鼠，白耳白喉，出现时国家会有大战争,预示战争,战争预兆,兽类,东,山经
狗即,状如膜大，赤晓、赤目、白尾,鲜山,山东省;河南省,有兽钴，其状如膜大，赤晓、赤目、白尾，见则其尼有火，名日狗即,形状像膜大，红脚、红眼、白尾，出现时会有火灾,预示火灾,火灾预兆,兽类,东,山经
百梁渠,状如狸，白首虎爪,目历石之山,青海省;四川省,有兽看，其状如狸，而白首虎爪，名百梁渠，见则其国有大兵,有兽形状像狸，白首虎爪，名叫百梁渠，出现则国家有大战争,预示战争,战争征兆,兽类,东北,山经
上昌和饥搬,状如乌而赤足,昌丑阳之山,吉林省;辽宁省,有鸟需，其状如乌而赤足，名上昌和饥搬，可以御火,有鸟形状像乌鸦而赤足，名叫上昌和饥搬，可以抵御火灾,御火,防火,鸟类,东,山经
旧闻狂,状如葛，黄身、白头、白尾,上几山,山西省;陕西省,有兽址，其状如葛，黄身、白头、白尾，名旧闻狂，见则天下大风,有兽形状像葛，黄身、白头、白尾，名叫旧闻狂，出现则天下有大风,预示大风,风灾征兆,兽类,东,山经
神耕父,未知,清淮之渊,河南省;安徽省;江苏省,"神耕父处之, 党游清淮之渊, 出入有交",神耕父在清淮之渊，出入时有光交,未知,旱鬼,未知,未知,未知
昌狂,体有鳞甲,虎扑山,山西省,虎扑有甲，其名昌狂,虎扑山上有带鳞甲的生物，名为昌狂,体有鳞甲,未知,兽类,未知,山经
驶盆,跳牙自扑,未知,未知,驶盆: 跳牙自扑也,驶盆是一种会跳跃的生物,跳跃,未知,兽类,未知,未知
去豹,黑鹏,未知,研州山,去豹: 黑鹏也，即今研州山中出黑虎也,去豹是黑鹏，现今研州山中的黑虎,未知,未知,兽类,未知,未知
三足鳖,三足,未具体描述,未知,三足鳖名能，见《尔雅》,三足鳖名为能,未具体描述,未具体描述,鱼类与水生生物,未知,未知
荣,独鼠,梁渠之山,未知,荣，独鼠也,荣是一种独鼠,未具体描述,未具体描述,兽类,北,山经
颜,如青狗,厘山,河南省,颜，如青狗,颜像青色的狗,未具体描述,未具体描述,兽类,中,山经
帝女桑,桑树，与帝女升天有关,宣山,河南省泌阳县,南赤帝女方学道得仙，居南幅阳山桑树上，赤帝以火禁之，女即升天，因名日帝女桑。,赤帝女学道成仙，居桑树上升天，桑树因此得名。,与升天有关,象征升仙,混合形态或超自然生物,南,山经
衡山,山名，非南岳衡山,南之海内,湖南省,南之海内有衡山。,南海内有衡山。,无,象征地理方位,混合形态或超自然生物,南,海内经
羊桃,植物，又名鬼桃,丰山,河南省,多羊桃，一名鬼桃。,丰山多羊桃，又名鬼桃。,无,象征植物,混合形态或超自然生物,未知,山经
膜犬,高大狼毛，狐悍多力,丰山,河南省;山东省,膜犬者，即西膜之犬，今其犬高大狼毛，狐悍多力也。,膜犬是西膜的犬，高大有力。,高大;多力,力量与凶猛,兽类,未知,山经
胞石,更薄易碎,丰山,河南省;湖北省,胞石，即脆石也。此石更薄易碎，故以名下。,胞石是一种薄而易碎的石头。,易碎,脆弱,混合形态或超自然生物,未知,山经
谎和,形状像猿猴，红眼睛，红嘴巴，黄身子,丰山,河南省;湖北省,有一种普，形状像猿猴，红眼睛，红嘴巴，黄身子，名叫谎和,谎和形似猿猴，红眼红嘴黄身,引发恐慌,不详,兽类,东南,山经
青耕,形似喜鹊，青身白嘴，白眼睛，白尾巴,董理山,山东省;江苏省,形状像喜鹊，青身子，白嘴壳，白眼睛，白尾巴,形似喜鹊，青身白嘴，白眼睛，白尾巴,防御时疫;鸣叫自呼其名,防御时疫,鸟类,西北,山经
三足整,分叉的尾巴,从山,青海省;山西省;山东省,沿水多产三足整，分又的尾巴，吃了它可以不患疑心病,吃了三足整可以治疗疑心病,治疗疑心病,治愈,混合形态或超自然生物,东南,山经
狙如,形状像鞠鼠，白耳杀，白嘴简,帝山,青海省;山西省;山东省,有一种兽，形状像鞠鼠，白耳杀，白嘴简，名字叫狙如，它一出现国,狙如出现会带来不详,不详,不详,兽类,东,山经
梁渠,形状像野猫，白色脑袋，老虎爪子,历石山,湖南省;江西省,有一种兽，形状像野猫、却是白色的脑袋，老虎的爪子，名字叫梁渠，它一出现国家就会发生大的战争。,梁渠出现预示国家将发生大战。,预示战争,战争预兆,兽类,东,山经
舱办,形状像乌鸦，足红色,丑阳山,青海省;西藏自治区,有一种鸟，形状像乌鸦而足却是红的，名字叫舱办，畜养它可以用来防御火灾。,舱办鸟可防御火灾。,防御火灾,防火,鸟类,东,山经
闻狂,黄身子，白脑袋，白尾巴,草山,河南省;山东省,是黄身子，白脑袋，白尾巴，名字叫闻狂，它一出现天下就会刮大风。,闻狂出现时，天下会刮大风。,引发大风,风灾的象征,混合形态或超自然生物,未知,山经
神于儿,人身而身操两蛇,夫夫之山,未知,神于儿居之，其状人身而身操两蛇。,神于儿形似人身，手持两蛇。,操蛇,蛇神的象征,混合形态或超自然生物,未知,山经
蚁司,状如龟，白身赤首,即公之山,青海省,有兽焉，其状如龟，而白身赤首，名曰蚁司，是可以御火。,有一种兽，形状像龟，白色身体红色头，名叫蚁司，可以抵御火灾。,御火,抵御火灾,混合形态或超自然生物,东南,中山经
怪神,状如人而载蛇，左右手操蛇,洞庭之山,湖南省洞庭湖附近,是多怪神，状如人而载蛇，左右手操蛇。,这里有很多怪神，形状像人，载着蛇，左右手操蛇。,操蛇,神秘力量,混合形态或超自然生物,东南,中山经
飞蛇,未知,柴桑之山,江西省九江市,其兽多康、鹿，多白蛇、飞蛇。,这里的兽类多为康、鹿，还有很多白蛇和飞蛇。,飞行,神秘生物,爬行与蛇类,南,中山经
洞庭山神,鸟身龙首,洞庭山,湖南省洞庭湖周边,其神状皆鸟身而龙首,洞庭山神的外形是鸟身龙首,未知,山神象征,混合形态或超自然生物,南,山经
荣余山神,鸟身龙首,荣余山,湖北省;湖南省,其神状皆鸟身而龙首,荣余山神的外形是鸟身龙首,未知,山神象征,混合形态或超自然生物,南,山经
怪虫,未知,洞庭山,湖南省洞庭湖周边,其虫多怪蛇、怪虫,洞庭山有许多怪蛇和怪虫,未知,未知,混合形态或超自然生物,南,山经
扶老竹,竹类植物,桂阳,湖南省桂阳县,中，中杖也，名之扶老竹。,扶老竹是一种竹类植物。,无,象征长寿,植物,中,山经
帝之二女,女性神灵,湘江,湖南省,帝之二女居之，天帝之二女而处江为神也。,天帝的两个女儿居住在湘江，成为水神。,无,象征爱情与忠诚,超自然生物,南,海内经
湘君,女性神灵,湘江,湖南省,屈原《九歌》所称湘君、湘夫人是也。,湘君是湘江的女神。,无,象征爱情与忠诚,超自然生物,南,海内经
湘夫人,女性神灵,湘江,湖南省,屈原《九歌》所称湘君、湘夫人是也。,湘夫人是湘江的女神。,无,象征爱情与忠诚,超自然生物,南,海内经
腾蛇,乘雾而飞,西泰山,陕西省,"即腾蛇, 乘雾而飞者",腾蛇能乘雾飞行,乘雾飞行,神秘与超自然,混合形态或超自然生物,西,山经
篇遇山,不生草木,洞庭山,湖南省,中央第十二列山系洞庭山的开头一座山，叫做篇遇山，不生草木，多产黄金。,篇遇山不生草木，多产黄金。,产黄金,财富,山,中,山经
云山,不生草木,洞庭山,湖南省,再往东南五十里，叫做云山，不生草木。,云山不生草木。,无,荒凉,山,中,山经
桂竹,竹类植物，毒性极大,两山,湖南省;江西省;浙江省,再往东七十里，叫做两山，多产笔竹一就是前面所说的桂竹,两山产桂竹，毒性极大,毒性极大;触伤可致命,危险与死亡,植物,东,山经
扶竹,竹类植物，可做拐杖,鱼山,山东省,还多产扶竹一又叫扶老竹，可以用来做老年人的拐杖,鱼山产扶竹，可做拐杖,可做拐杖,长寿与支持,植物,东南,山经
天帝的两个女儿,人形，常在江水中游玩,洞庭山,湖南省,天帝的两个女儿在这里居住，她们常在江水的渊漂里游玩,洞庭山有天帝的两个女儿，常在江水中游玩,伴随狂风暴雨;进出会引发怪神出现,自然力量与神秘,混合形态或超自然生物,东南,山经
蚁,形状像乌危，白身子，红脑袋,即公山,河南省;陕西省,形状像乌危，却是白身子，红脑袋，名字叫蚁,形似乌危，白身红头，名为蚁,防御火灾,防火,混合形态或超自然生物,东南,山经
羽民国,长头，身生羽,南山东南,陕西省,羽民国在其东南，其为人长头，身生羽,羽民国在南山东南，人长头，身生羽,飞行,象征自由,混合形态或超自然生物,南,海外南经
毕方鸟,人面，一脚,青水西,山东省,毕方鸟在其东，青水西，其为鸟人面，一脚,毕方鸟在青水西，人面，一脚,飞行;喷火,象征灾祸,鸟类,南,海外南经
厌火国,兽身黑色，生火出其口中,毕方东,青海省,厌火国在其国南，兽身黑色，生火出其口中,厌火国在毕方东，兽身黑色，口中喷火,喷火,象征火焰,兽类,南,海外南经
三株树,树如柏，叶皆为珠,赤水上,四川省;云南省,三株树在厌火北，生赤水上，为其树如柏，叶皆为珠,三株树在厌火北，树如柏，叶为珠,无,象征财富,植物,南,海外南经
三苗国,人相随,赤水东,四川省;云南省,三苗国在赤水东，其为人相随,三苗国位于赤水东，人们相互跟随,,未知,混合形态或超自然生物,东,海外经
载国,人黄,三毛国东,甘肃省,载国在其东，其为人黄，能操己射蛇,载国位于三毛国东，人们黄色，能射蛇,射蛇,未知,混合形态或超自然生物,东,海外经
贯匈国,人多有窗,载国东,山东省,贯匈国在其东，其为人多有窗,贯匈国位于载国东，人们身上有窗,,未知,混合形态或超自然生物,东,海外经
交肥国,人交肥,贯匈国东,山西省;河南省;山东省,交肥国在其东，其为人交肥,交肥国位于贯匈国东，人们肥胖,,未知,混合形态或超自然生物,东,海外经
不死民,人黑色,交肥国东,山东省;江苏省;浙江省,不死民在其东，其为人黑色，寿，不死,不死民位于交肥国东，人们黑色，长寿不死,不死,长寿,混合形态或超自然生物,东,海外经
岐舌国,人短小，冠带,不死民东,青海省,岐舌国在其东，其为人短小，冠带,岐舌国位于不死民东，人们短小，戴冠带,,未知,混合形态或超自然生物,东,海外经
三首国,人一身三首,岐舌国东,山东省,三首国在其东，其为人一身三首,三首国位于岐舌国东，人们一身三头,,未知,混合形态或超自然生物,东,海外经
焦侥国,人短小,三首国东,山东省,焦侥国在三首东，其为人短小,焦侥国位于三首国东，人们短小,,未知,混合形态或超自然生物,东,海外经
长臂国,人两手各操一鱼,焦侥国东,山东省,长臂国在其东，捕鱼水中，两手各操一鱼,长臂国位于焦侥国东，人们捕鱼，两手各抓一鱼,捕鱼,捕鱼能手;双手灵巧,混合形态或超自然生物,东,海外经
祝融,兽身人面，乘两龙,南方,广东省;广西壮族自治区;海南省,南方祝融，兽身人面，乘两龙,南方祝融，兽身人面，骑两龙,乘龙,火神,混合形态或超自然生物,南,海外经
灭蒙鸟,乌青色，赤尾,结匈国北,云南省;四川省,灭蒙鸟在结匈国北，为乌青，赤尾,灭蒙鸟在结匈国北，羽毛乌青，尾巴红色,未知,战争预警;不祥之兆,鸟类,北,海外南经
结匈国,脐前肤出，如人结喉,海外西南至东南,云南省;广西壮族自治区;广东省,其为人结匈：郭瑞云：脐前肤出，如人结喉也,结匈国的人脐前皮肤突出，像结喉,未知,未知,混合形态或超自然生物,西南,海外南经
神人二八,连臂,西南方,云南省,有神人二八，连臂，为帝司夜于此野,有十六个神人，连臂为帝守夜,夜行,象征夜行,混合形态或超自然生物,未知,未知
谎头国,画亦似仙人,南海,广东省;海南省;广西壮族自治区,谎头国在南海，画亦似仙人,谎头国在南海，画像像仙人,无,帝怜之,混合形态或超自然生物,南,海内经
厌光国民,形似猥猴，黑色，光从口中出,厌光国,青海省;甘肃省;宁夏回族自治区,"厌光国民，光出 口中 ,， 形 尽 似 猥 猴 ，黑 色",厌光国民，形似猴子，黑色，光从口中出,光从口中出,光与黑暗的象征,混合形态或超自然生物,未知,未知
一目三毛国,人一目三毛,未知,青海省;甘肃省,一 目 三 毛 国,一目三毛国,无,独特与奇异,未知,未知,未知
巫载民,不详,载国,四川省;云南省,巫载民爵姓，食谷，不绩不经，服也;不稼不和神，食也。,巫载民有爵位，吃谷物，不织布，不耕种。,不详,不详,混合形态或超自然生物,未知,山经
贯匈民,胸前穿孔达背,穿胸国,云南省;贵州省;广西壮族自治区,穿匈之国去其衣则无自然者。,穿匈国的人脱下衣服后没有自然形态。,不详,不详,混合形态或超自然生物,未知,山经
交肥民,脚径曲康相交,交肥国,广西壮族自治区;广东省,其为人交肥，言脚径曲康相交。,交肥民脚相交，行走时脚交叉。,不详,不详,混合形态或超自然生物,未知,山经
反舌国,舌本在前，未倒向喉,南方,广东省;广西壮族自治区;海南省,南方有反舌国，舌本在前，未倒向喉，故目反舌。,南方有反舌国，居民舌头向前，未倒向喉咙。,不详,语言奇特,混合形态或超自然生物,南,海内经
昆仑虚,山基四方,东海方丈山,青海省,昆仑虚在其东，虚四方。,昆仑虚位于东，山基四方。,不详,高山象征,混合形态或超自然生物,东,海内经
周侥国,人长三尺，穴居,周侥国,山西省,其人长三尺，穴居，能为机巧，有五谷也。,周侥国人身高三尺，住在洞穴中，擅长制作精巧机械，种植五谷。,制作精巧机械;种植五谷,小人国,混合形态或超自然生物,未知,未知
狄山,无,狄山,甘肃省;陕西省,狄山者，狄中之山也。,狄山是狄族地区的山。,无,无,未知,未知,未知
帝尧,无,阳城县西、东阿县城次乡中、赭阳县湘亭南,山西省;山东省;湖南省,帝尧苦于阻，党莫谷林。,帝尧在阳城县西等地有墓。,无,无,未知,南,未知
离朱,赤色鸟，象征南方星宿,南方,湖南省;广东省;广西壮族自治区,离朱在能、黑、文虎、肉、葛之间，自应是动物名。,离朱是一种赤色鸟，象征南方星宿。,象征南方星宿;与日相关,象征南方星宿,鸟类,南,山经
视肉,形如牛肝，有两目,未知,青海省;山西省;山东省,聚肉，形如牛肝，有两目也;食之无尽，寻复更生如故。,视肉形如牛肝，有两目，食之不尽，能再生。,食之无尽;能再生,象征永生,混合形态或超自然生物,未知,山经
三珠树,形状像柏树，树叶全是珍珠,厌火国的北边，赤水岸上,四川省;云南省,三珠树在厌火国的北边，生在赤水岸上。这种树形状像柏树，树叶全是珍珠,三珠树形似柏树，叶如珍珠,不详,不详,植物,北,海外南经
贯胸国,胸前都有一个洞,载国的东边,山西省,贯胸国在它的东边。这里的人胸前都有一个洞,贯胸国人胸前有洞,不详,不详,混合形态或超自然生物,东,海外南经
九代,乘两龙，云盖三层，左手操明，右手操环，佩玉瑛,大运山北,河北省;山西省;内蒙古自治区,夏后启于此任九代，乘两龙，云盖三层。左手操明，右手操环，佩玉瑛。在大运山北。,夏后启在此驾驭九代，乘两龙，云盖三层。,驾驭龙;云盖三层,权力与神性,混合形态或超自然生物,北,山经
三身国,一首而三身,夏后启北,河南省;山西省;河北省,三身国在夏后启北，一首而三身。,三身国在夏后启北，一首三身。,无,奇异形态,混合形态或超自然生物,北,山经
一臂国,一臂、一目、一鼻孔,三身国北,山东省,一臂国在其北，一臂、一目、一鼻孔。,一臂国在其北，一臂一目一鼻孔。,无,奇异形态,混合形态或超自然生物,北,山经
黄马,虎文，一目而一手,一臂国,青海省;甘肃省,有黄马，虎文，一目而一手。,有黄马，虎纹，一目一手。,无,奇异形态,兽类,北,山经
奇肱之国,一臂三目，有阴有阳，乘文马,一臂国北,四川省,奇肱之国在其北。其人一臂三目，有阴有阳，乘文马。,奇肱国在其北，一臂三目，乘文马。,无,奇异形态,混合形态或超自然生物,北,山经
两头鸟,两头，黄色,奇肱国旁,青海省;山西省,有鸟址，两头，黄色，在其旁。,有鸟，两头，黄色，在其旁。,无,奇异形态,鸟类,北,山经
形天,以乳为目，以脐为口，操干戚以舞,常羊之山,青海省,形天与帝至此争神，帝断其首，磊之常羊之山。乃以乳为目，以脐为口，操干戚以舞。,形天与帝争神，帝断其首，以乳为目，以脐为口。,无首而舞,不屈精神,混合形态或超自然生物,未知,山经
女祭、女戚,居两水间，戚操鱼钥，祭操姐,形天北,青海省,女祭、女戚在其北，居两水间，戚操鱼钥，祭操姐。,女祭、女戚在其北，居两水间，操鱼钥与姐。,无,祭祀象征,混合形态或超自然生物,北,山经
鸷鸟、角鸟,青黄色，所经国亡,女祭北,河南省;山西省;河北省,鸷鸟、角鸟，色其青黄，所经国亡。在女祭北。,鸷鸟、角鸟，青黄色，所经国亡。,不详,不详,鸟类,北,山经
丈夫国,衣冠带剑,维鸟北,河北省;山西省;内蒙古自治区,丈夫国在维鸟北，其为人衣冠带剑。,丈夫国在维鸟北，衣冠带剑。,无,男性象征,混合形态或超自然生物,北,山经
女丑之尸,生而十日炙杀之，以右手部其面,丈夫北,山西省,女丑之尸，生而十日炙杀之。在丈夫北。以右手部其面。,女丑之尸，被十日炙杀，右手遮面。,无,不详,混合形态或超自然生物,北,山经
巫咸国,右手操青蛇，左手操赤蛇,女丑北,山西省;河北省,巫咸国在女丑北，右手操青蛇，左手操赤蛇。,巫咸国在女丑北，操青蛇与赤蛇。,操蛇,巫术象征,混合形态或超自然生物,北,山经
并封,状如划，前后皆有首，黑,巫咸东,四川省;湖北省,并封在巫咸东，其状如划，前后皆有首，黑。,并封在巫咸东，状如划，前后有首，黑色。,无,不详,兽类,东,山经
女子国,两女子居，水周之,巫咸北,四川省;湖北省,女子国在巫咸北，两女子居，水周之。,女子国在巫咸北，两女子居，水环绕。,无,女性象征,混合形态或超自然生物,北,山经
轩辕之国,人面蛇身，尾交首上,穷山之际,河南省;陕西省,轩辕之国在此穷山之际，人面蛇身，尾交首上。,轩辕国在穷山，人面蛇身，尾交首上。,无,神性象征,混合形态或超自然生物,北,山经
龙鱼,状如狸，一目银,陵居在其北,河北省;辽宁省,龙鱼陵居在其北，状如狸。一目银,龙鱼住在北方，形状像狸猫，一只眼睛是银色的,神圣乘此以行九野,神圣的象征,混合形态或超自然生物,北,海外经
乘黄,状如狐，背上有角,白民之国,青海省;甘肃省,有乘黄，其状如狐，其背上有角，乘之寿二千岁,乘黄形状像狐狸，背上有角，骑上它可以活两千岁,乘之寿二千岁,长寿的象征,混合形态或超自然生物,北,海外经
夏后启,乘龙登天,大运山北,河北省;山西省;内蒙古自治区,夏后启签，御飞龙登于天，吉。,夏后启乘龙登天，吉祥。,乘龙登天;与神通,仙人与神通,混合形态或超自然生物,北,大荒经
奇及之国,其人一臂三目，有阴有阳,豫州界中,河南省,其人善为机巧，以取百禽，能作飞车，从风远行。,奇及国的人擅长制作机械，能制作飞车。,制作飞车;机巧,智慧与技艺,混合形态或超自然生物,中,未知
吉良,编身朱岩，目若黄金,犬戎国,陕西省;甘肃省,犬戎国有文马，编身朱岩，目若黄金，名目吉量，乘之寿千岁。,吉良马有金色眼睛，骑之可长寿。,长寿,长寿与吉祥,兽类,北,海内经
刑天,无首，以脐为口，操干戚以舞,常羊之山,陕西省;河南省,刑天与帝至此，操干戚以舞,刑天与帝争斗，无首仍舞干戚,无首仍能战斗;以脐为口,不屈不挠的精神,混合形态或超自然生物,西,大荒经
上昌屏茵,左右有首,荒大西经,青海省;四川省,有兽，左右有首，名上昌屏茵,一种左右都有头的兽,无,神话化的异形之物,混合形态或超自然生物,西,山经
陵鱼,状如狸，或如鲤，一角,海内北经,山东省;河北省,状如狸，或日龙鱼一角也,形状像狸或鲤，有一角,未知,神话中的人鱼,混合形态或超自然生物,北,海内经
肃慎民,无具体外貌描述,大荒之中，有山名旦不咸,吉林省;辽宁省,大荒之中，有山名旦不咸。有肃愤氏之国。,大荒之中有山名旦不咸，肃愤氏之国在此。,无特殊能力描述,象征肃慎之国,混合形态或超自然生物,北,大荒经
长股国,人身如中人而臂长二丈，脚过三丈,西海北之外，赤水之东,四川省;云南省,西海北之外，赤水之东，有长肥之国。,西海北之外，赤水之东有长股国。,脚长三丈;常负长臂人入海捕鱼,象征长股之国,混合形态或超自然生物,西,大荒经
蓐收,人面、虎爪、白毛，执钺,无具体地理位置,青海省,金神也;人面、虎爪、白毛，执钺。,金神蓐收，人面虎爪，执钺。,执钺;象征金神,象征金神,混合形态或超自然生物,未知,海外经
文马,白身红鬃，眼睛像黄金,奇肱国,青海省,他们骑文马——文马就是白身红鬃、眼睛像黄金的吉量,文马是白身红鬃，金眼的吉量马,无特殊能力描述,吉祥之马,兽类,未知,海外经
双头鸟,两个脑袋，红黄色的身子,奇肱国附近,青海省,有一种鸟，两个脑袋，红黄色的身子，在他们的旁边,双头鸟，红黄色身体,双头,不详之兆,鸟类,未知,海外经
维鸟,青中带黄，人面鸟身,女戚北边,河北省;山西省;内蒙古自治区,咨鸟和希鸟，它们的颜色是青中带黄，所经过的地方，国家就会灭亡。咨鸟长着一张人样的脸，正死立在山上,维鸟青黄相间，人面鸟身，带来不详,带来不详;人面鸟身,不详之兆,鸟类,北,海外经
轩辕国的人,人脸，蛇身，尾巴绕在头顶上,轩辕国在穷山附近,河南省,轩辕国在穷山的附近，这里的人最短命的也有八百岁。他们的人脸，蛇身，尾巴绕在头顶上,轩辕国的人长寿，具有蛇身人脸的形态,长寿;蛇身,长寿与神性,混合形态或超自然生物,北,海外西经
相柳,九首人面，蛇身而青,昆仑之北，柔利之东,青海省,相柳者，九首人面，蛇身而青。不敢北射,相柳有九个头，蛇身青色，不敢向北射箭,食于九山;血腥不可种五谷,凶恶的象征,混合形态或超自然生物,北,海外经
钟山之神,人面蛇身，赤色,钟山下,江苏省,钟山之神，名百烛阴，视为骨，上是为夜，吹为冬，呼为夏，不饮，不食，不息，息为风，身长千里,钟山之神百烛阴，人面蛇身，赤色，掌管昼夜冬夏,掌管昼夜冬夏;不饮不食不息,自然力量的象征,混合形态或超自然生物,未知,海外经
共工之台,台四方，隅有一蛇，虎色，首冲南方,共工之台,山西省,台四方，隅有一蛇，虎色，首冲南方,台四方，角落有一条蛇，虎色，头朝南,无,象征共工的力量,混合形态或超自然生物,东,海外经
深目国,为人举一手一目,深目国,青海省;甘肃省,为人举一手一目,人举一手一目,无,象征深目国的特征,混合形态或超自然生物,东,海外经
无肠之国,其为人长而无肠,无肠之国,青海省,其为人长而无肠,人长而无肠,无,象征无肠国的特征,混合形态或超自然生物,东,海外经
聚耳之国,两使文虎,聚耳之国,山东省;山西省,两使文虎,两使文虎,无,象征聚耳国的特征,混合形态或超自然生物,东,海外经
博父国,其为人大，右手操青蛇，左手操黄蛇,博父国,青海省;山西省,其为人大，右手操青蛇，左手操黄蛇,人高大，右手持青蛇，左手持黄蛇,操蛇,象征博父国的力量,混合形态或超自然生物,东,海外经
拘继之国,一手把继,拘继之国,云南省;四川省,一手把继,一手持继,无,象征拘继国的特征,混合形态或超自然生物,东,海外经
中中国,其为人大，两足亦大,中中国,未知,其为人大，两足亦大,人高大，两足也大,无,象征中中国的特征,混合形态或超自然生物,东,海外经
欧丝之野,一女子跪据树欧丝,欧丝之野,云南省;四川省,一女子跪据树欧丝,一女子跪在树上吐丝,吐丝,象征欧丝之野的特征,混合形态或超自然生物,东,海外经
三桑无枝,其木长百仍，无枝,三桑无枝,山东省,其木长百仍，无枝,树长百仍，无枝,无,象征三桑无枝的特征,混合形态或超自然生物,东,海外经
范林,方三百里，洲环其下,范林,贵州省,方三百里，洲环其下,方三百里，洲环绕其下,无,象征范林的特征,混合形态或超自然生物,东,海外经
务隅之山,帝络项芋于阳，九巡苦于阴,务隅之山,山西省,帝络项芋于阳，九巡苦于阴,帝络项芋在阳，九巡苦在阴,无,象征务隅之山的特征,混合形态或超自然生物,未知,海外经
平丘,有两山夹上谷，二大丘居中,平丘,河南省,有两山夹上谷，二大丘居中,有两山夹上谷，二大丘居中,无,象征平丘的特征,混合形态或超自然生物,东,海外经
驹验,状如马,北海内,山东省,状如马,形状像马,无,象征驹验的特征,兽类,北,海内经
驴,状如白马，锯牙，食虎豹,北海内,河北省;山东省;辽宁省,状如白马，锯牙，食虎豹,形状像白马，锯牙，食虎豹,食虎豹,象征驴的特征,兽类,北,海内经
到,状如马,北海内,辽宁省;河北省;山东省,状如马,形状像马,无,象征到的特征,兽类,北,海内经
强,人面鸟身，践两青蛇,北方,河北省;山西省;内蒙古自治区,北方遇强，人面鸟身，班两青蛇,北方有一种强，人面鸟身，脚踏两条青蛇,未知,战争预警;神力象征,混合形态或超自然生物,北,山经
